level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,page
5,1,43,2,3,1,1746,1599,93,36,62.703651,TERMS:,4
5,1,44,1,1,1,1682,1738,62,36,77.018936,0.00,4
5,1,44,1,2,1,1746,1785,93,35,83.99501,TERMS:,4
5,1,45,1,1,1,1682,1924,62,36,87.780464,0.00,4
5,1,45,1,2,1,1746,1970,93,36,71.359711,TERMS:,4
5,1,46,1,1,1,1601,2110,143,42,95.247772,"18,275.37",4
5,1,46,1,2,1,1601,2157,143,41,78.136223,"12,203.58",4
5,1,46,1,3,1,1601,2203,143,42,91.678711,"18,775.37",4
5,1,46,2,1,1,1616,2249,128,42,83.537155,"6,381.79",4
5,1,47,1,1,1,1616,2436,128,41,70.47821,"5,909.00",4
5,1,48,1,1,1,1600,2668,144,41,47.392426,"61,545.11",4
5,1,48,1,2,1,1746,2714,80,36,96.448799,TERMS,4
5,1,49,1,1,1,1911,1134,62,36,82.277687,"9,00",4
5,1,50,1,1,1,1911,1320,62,36,83.035202,9.00,4
5,1,51,1,1,1,1911,1552,63,36,78.555969,9.00,4
5,1,52,1,1,1,1911,1738,63,36,93.078354,9.06,4
5,1,53,1,1,1,1912,1924,62,36,55.210743,9.00,4
5,1,54,1,1,1,1912,2668,62,35,89.859299,9.00,4
5,1,55,1,1,1,1882,2807,92,35,73.697449,22.73,4
5,1,56,1,1,1,2105,715,95,37,92.708626,596.07,4
5,1,57,1,1,1,2106,1134,95,36,90.568466,596.07,4
5,1,58,1,1,1,2139,1320,63,36,84.892021,0.00,4
5,1,59,1,1,1,2140,1552,62,36,63.034801,9.00,4
5,1,60,1,1,1,2094,1691,108,36,53.008575,-145.00,4
5,1,61,1,1,1,2140,1737,62,36,65.558289,9.00,4
5,1,62,1,1,1,2140,1923,62,37,79.032585,9.00,4
5,1,63,1,1,1,2140,2668,62,36,88.447411,9.00,4
5,1,1,1,1,1,118,150,73,36,88.87851,PROG:,5
5,1,1,1,1,2,215,150,127,35,88.87851,AR-ARAGE,5
5,1,1,1,2,1,118,197,74,35,91.602882,USER:,5
5,1,1,1,2,2,216,196,111,36,91.602882,SFUGATE,5
5,1,2,1,1,1,103,428,130,37,96.935539,CUSTOMER,5
5,1,3,1,1,1,332,429,61,35,93.807701,DATE,5
5,1,3,1,1,2,446,429,112,35,80.185974,INVOICE,5
5,1,3,1,1,3,575,430,16,34,93.099205,#,5
5,1,4,1,1,1,997,148,77,37,95.151299,CARGO,5
5,1,4,1,1,2,1094,148,137,42,95.895248,"SERVICES,",5
5,1,4,1,1,3,1256,148,56,35,91.902237,INC.,5
5,1,4,1,2,1,720,196,112,35,96.108047,AGED,5
5,1,4,1,2,2,883,195,284,36,93.292648,ACCOUNTS,5
5,1,4,1,2,3,1154,191,29,56,91.916611,-,5
5,1,4,1,2,4,1207,195,144,35,94.67569,SHORT,5
5,1,4,2,1,1,982,242,61,35,95.886703,BASE,5
5,1,4,2,1,2,1062,242,45,35,95.390472,REF,5
5,1,4,2,1,3,1127,242,61,35,95.390472,DATE,5
5,1,4,2,1,4,1207,241,127,40,95.648186,02/19/26,5
5,1,4,3,1,1,982,289,62,35,96.828377,SORT,5
5,1,4,3,1,2,1063,289,30,34,96.828377,BY,5
5,1,4,3,1,3,1111,288,127,35,96.39875,CUSTOMER,5
5,1,4,3,1,4,1256,288,62,35,94.902481,NAME,5
5,1,5,1,1,1,1403,194,178,36,95.918678,FORMAT,5
5,1,6,1,1,1,1355,381,63,35,89.629433,OVER,5
5,1,6,1,2,1,1373,427,28,35,70.899277,1§,5
5,1,7,1,1,1,1585,380,65,35,94.435982,OVER,5
5,1,7,1,2,1,1602,426,30,35,87.460823,30,5
5,1,8,1,1,1,1814,379,65,35,96.462418,OVER,5
5,1,9,1,1,1,1831,425,30,35,96.516167,45,5
5,1,10,1,1,1,1974,145,61,35,96.194122,PAGE,5
5,1,10,1,1,2,2054,145,41,34,95.750984,NO.,5
5,1,10,1,1,3,2118,145,13,34,96.258827,4,5
5,1,10,1,2,1,1973,192,74,35,96.13839,DATE:,5
5,1,10,1,2,2,2070,190,127,40,92.238182,02/19/26,5
5,1,10,1,3,1,1972,238,75,35,93.530235,TIME:,5
5,1,10,1,3,2,2072,238,125,35,67.869949,14:37:11,5
5,1,11,1,1,1,2040,377,63,36,64.734589,OVER,5
5,1,11,1,2,1,2057,423,29,36,91.558067,90,5
5,1,12,1,1,1,106,847,112,38,59.681145,CARCORL,5
5,1,13,1,1,1,109,1361,96,36,90.150848,CBNLLC,5
5,1,14,1,1,1,110,1687,96,35,92.11425,CCTLOG,5
5,1,15,1,1,1,111,1966,97,35,82.587318,COTADV,5
5,1,16,1,1,1,112,2199,112,35,54.327393,CENIND1,5
5,1,17,1,1,1,113,2339,80,36,69.821861,CLEBY,5
5,1,18,1,1,1,114,2757,96,35,90.196159,CMAAME,5
5,1,19,1,1,1,252,521,28,24,77.949142,**,5
5,1,19,1,1,2,300,522,126,40,65.713501,09/08/25,5
5,1,19,1,1,3,448,523,142,35,89.239319,194549-02,5
5,1,19,1,2,1,300,569,127,39,77.256332,01/09/26,5
5,1,19,1,2,2,448,569,142,36,84.014969,194549-02,5
5,1,19,1,3,1,301,616,126,39,72.784981,02/02/26,5
5,1,19,1,3,2,449,616,142,35,90.542496,196674-02,5
5,1,19,1,4,1,301,662,126,39,65.358948,02/04/26,5
5,1,19,1,4,2,449,662,143,36,78.556152,197064-01,5
5,1,19,1,5,1,302,709,126,40,77.309883,92/04/26,5
5,1,19,1,5,2,450,709,142,36,73.767715,197133-02,5
5,1,19,1,6,1,302,756,126,40,68.651382,02/11/26,5
5,1,19,1,6,2,450,756,142,36,89.891663,197414-02,5
5,1,20,1,1,1,287,848,77,36,93.081612,CARUS,5
5,1,20,1,1,2,384,849,177,36,96.814812,CORPORATION,5
5,1,21,1,1,1,351,895,139,36,46.153618,ACCOUNTS.,5
5,1,21,1,1,2,508,894,243,43,50.151367,PAYABLE@CARUSLLC,5
5,1,21,1,1,3,765,922,4,8,50.151367,.,5
5,1,21,1,1,4,779,894,44,36,94.050011,COM,5
5,1,22,1,1,1,352,941,111,37,74.296547,***PATD,5
5,1,22,1,1,2,481,943,48,34,87.958931,VIA,5
5,1,22,1,1,3,549,941,158,36,87.958931,PAYMODE***,5
5,1,23,1,1,1,255,988,28,23,80.484421,**,5
5,1,23,1,1,2,303,989,127,39,56.782799,91/09/26,5
5,1,23,1,1,3,451,989,143,35,90.351311,196306-01,5
5,1,23,1,2,1,255,1035,29,23,50.244465,**,5
5,1,23,1,2,2,304,1036,126,39,63.018925,01/15/26,5
5,1,23,1,2,3,452,1035,142,36,88.364716,196720-01,5
5,1,23,1,3,1,255,1081,29,24,66.95137,**,5
5,1,23,1,3,2,304,1083,126,39,71.437469,91/14/26,5
5,1,23,1,3,3,452,1082,143,35,89.874359,196917-01,5
5,1,23,1,4,1,255,1128,29,23,61.329075,**,5
5,1,23,1,4,2,304,1129,126,39,68.691849,91/19/26,5
5,1,23,1,4,3,452,1128,143,36,44.046158,196925-01,5
5,1,23,1,5,1,256,1174,28,24,70.431992,**,5
5,1,23,1,5,2,304,1175,127,40,68.731689,92/12/26,5
5,1,23,1,5,3,452,1175,143,36,88.539635,197082-01,5
5,1,23,1,6,1,256,1221,29,23,67.570061,**,5
5,1,23,1,6,2,305,1222,126,39,75.618774,02/18/26,5
5,1,23,1,6,3,453,1222,142,35,88.251572,197262-01,5
5,1,23,1,7,1,256,1267,29,24,81.145004,**,5
5,1,23,1,7,2,305,1268,126,40,73.81723,92/16/26,5
5,1,23,1,7,3,453,1268,143,36,52.125656,197501-01,5
5,1,24,1,1,1,290,1362,72,41,92.591431,"CBNA,",5
5,1,24,1,1,2,387,1361,45,36,94.687904,LLC,5
5,1,26,1,1,1,353,1408,92,35,0.0,JOSE.,5
5,1,26,1,1,2,461,1403,210,56,81.659393,MALDONADOGUTM.,5
5,1,26,1,1,3,685,1407,44,35,92.090279,COM,5
5,1,27,1,1,1,257,1453,29,24,64.466133,**,5
5,1,27,1,1,2,306,1454,126,39,67.434731,91/27/26,5
5,1,27,1,1,3,452,1454,145,35,83.54921,483185-01,5
5,1,27,1,2,1,258,1500,28,23,75.958588,**,5
5,1,27,1,2,2,306,1500,126,40,27.098839,92/05/26,5
5,1,27,1,2,3,452,1500,145,36,89.842186,483403-02,5
5,1,27,1,3,1,258,1546,29,24,67.996864,**,5
5,1,27,1,3,2,306,1547,127,39,9.200935,92/04/26,5
5,1,27,1,3,3,452,1547,145,35,88.827553,483553-01,5
5,1,27,1,4,1,258,1593,29,23,74.443993,**,5
5,1,27,1,4,2,306,1593,127,39,29.96759,02/13/26,5
5,1,27,1,4,3,453,1593,145,36,61.118732,483761-01,5
5,1,28,1,1,1,291,1686,47,35,94.946075,CCT,5
5,1,28,1,1,2,356,1686,210,35,94.46093,LOGISTICS,5
5,1,28,1,1,3,516,1682,51,55,82.230507,LTD,5
5,1,29,1,1,1,356,1732,423,42,60.666588,TAN@CCTINTERNATIONAL,5
5,1,29,1,1,2,686,1728,10,55,48.380665,.,5
5,1,29,1,1,3,704,1728,43,55,85.766846,CO.,5
5,1,29,1,1,4,750,1728,33,55,85.766846,UK,5
5,1,30,1,1,1,355,1779,80,35,96.92617,AGENT,5
5,1,30,1,2,1,259,1825,29,24,60.265022,**,5
5,1,30,1,2,2,307,1825,127,39,42.807556,02/18/26,5
5,1,30,1,2,3,454,1825,144,36,29.271347,944515-01,5
5,1,30,1,3,1,259,1872,29,23,56.765831,**,5
5,1,30,1,3,2,308,1872,126,39,51.875763,02/11/26,5
5,1,30,1,3,3,456,1872,142,35,83.550484,197234-01,5
5,1,31,1,1,1,292,1965,60,35,52.122082,CDTT,5
5,1,31,1,1,2,372,1965,129,35,96.310608,ADVANCED,5
5,1,31,1,1,3,518,1964,146,36,88.331551,MATERIALS,5
5,1,31,1,1,4,683,1964,47,35,95.744217,INC,5
5,1,32,1,1,1,260,2011,29,24,82.393684,**,5
5,1,32,1,1,2,308,2011,127,39,48.240356,91/23/26,5
5,1,32,1,1,3,455,2011,144,35,91.366058,483538-01,5
5,1,32,1,2,1,260,2058,28,23,56.936382,**,5
5,1,32,1,2,2,308,2058,127,39,75.643494,01/23/26,5
5,1,32,1,2,3,455,2058,144,35,90.318794,483541-01,5
5,1,32,1,3,1,260,2104,29,24,55.6166,**,5
5,1,32,1,3,2,308,2104,127,39,52.02713,02/16/26,5
5,1,32,1,3,3,455,2104,144,36,85.482628,483912-01,5
5,1,33,1,1,1,293,2198,111,35,96.482666,CENTRAL,5
5,1,33,1,1,2,423,2198,113,34,95.724625,INDIANA,5
5,1,33,1,1,3,554,2198,127,34,95.289085,HARDWARE,5
5,1,34,1,1,1,260,2244,29,23,53.226425,**,5
5,1,34,1,1,2,309,2243,126,40,75.079422,02/18/26,5
5,1,34,1,1,3,455,2244,145,35,86.136574,483528-01,5
5,1,35,1,1,1,294,2337,192,36,92.306114,CLEARFREIGHT,5
5,1,35,1,1,2,505,2337,59,35,35.947723,"B.V,",5
5,1,35,1,2,1,357,2384,80,35,96.971733,AGENT,5
5,1,35,1,3,1,261,2431,29,24,60.228497,**,5
5,1,35,1,3,2,310,2430,126,40,68.688614,91/19/26,5
5,1,35,1,3,3,458,2430,142,36,90.756157,196632-01,5
5,1,35,1,4,1,261,2476,29,23,78.644608,**,5
5,1,35,1,4,2,310,2475,126,40,61.976044,91/19/26,5
5,1,35,1,4,3,458,2475,143,36,81.351418,196694-01,5
5,1,35,1,5,1,261,2523,29,23,70.220818,**,5
5,1,35,1,5,2,310,2522,126,40,54.829403,91/19/26,5
5,1,35,1,5,3,458,2522,143,36,69.264923,196696-01,5
5,1,35,1,6,1,261,2570,29,23,80.300148,**,5
5,1,35,1,6,2,310,2569,126,39,20.805885,92/06/26,5
5,1,35,1,6,3,458,2569,143,36,74.89093,196776-01,5
5,1,35,1,7,1,261,2617,29,23,77.692825,**,5
5,1,35,1,7,2,310,2616,126,39,57.359123,02/06/26,5
5,1,35,1,7,3,458,2616,143,35,85.334351,196778-01,5
5,1,35,1,8,1,262,2663,28,23,55.43182,**,5
5,1,35,1,8,2,310,2663,127,39,52.6679,02/18/26,5
5,1,35,1,8,3,456,2662,145,35,90.738106,483437-01,5
5,1,36,1,1,1,294,2755,111,39,80.889915,CMA/CGM,5
5,1,36,1,1,2,427,2753,139,43,93.665009,(AMERICA),5
5,1,36,1,1,3,588,2755,57,34,84.759567,"INC,",5
5,1,37,1,1,1,262,2802,28,23,52.534996,¥*,5
5,1,37,1,1,2,312,2801,125,40,86.796677,19/29/25,5
5,1,37,1,1,3,458,2801,143,35,91.53688,195278-03,5
5,1,38,1,1,1,787,428,32,35,87.591759,TY,5
5,1,38,1,1,2,849,423,18,50,52.49601,—,5
5,1,38,1,1,3,885,428,96,35,94.903969,AMOUNT,5
5,1,38,1,1,4,1113,427,110,36,95.681007,CURRENT,5
5,1,38,1,2,1,790,522,29,34,96.761673,IN,5
5,1,38,1,2,2,968,521,77,36,84.491661,88.62,5
5,1,38,1,3,1,790,568,30,35,85.405518,PY,5
5,1,38,1,3,2,955,568,90,35,68.689835,"-86,62",5
5,1,38,1,4,1,790,615,30,35,96.448425,IN,5
5,1,38,1,4,2,969,615,77,35,94.170883,64.77,5
5,1,38,1,5,1,791,661,29,35,96.797363,IN,5
5,1,38,1,5,2,969,661,26,35,65.16954,46,5
5,1,38,1,5,3,1006,661,41,35,61.006329,48,5
5,1,38,1,6,1,791,708,30,36,96.827888,IN,5
5,1,38,1,6,2,970,708,77,36,75.794472,"57,50",5
5,1,38,1,7,1,792,755,29,35,96.644402,IN,5
5,1,38,1,7,2,969,755,78,36,90.316299,"23,36",5
5,1,38,1,7,3,1195,754,78,37,82.440857,"23,36",5
5,1,38,1,8,1,710,802,111,35,96.996056,BALANCE,5
5,1,38,1,8,2,955,802,92,34,92.713005,121.38,5
5,1,38,1,8,3,1196,801,77,35,87.395164,"23,36",5
5,1,38,1,9,1,840,847,58,39,76.874664,A/P:,5
5,1,38,1,10,1,794,988,29,35,96.788429,IN,5
5,1,38,1,10,2,923,987,24,42,18.336227,"3,",5
5,1,38,1,10,3,954,988,95,35,18.336227,"240,00",5
5,1,38,1,11,1,794,1035,29,34,96.824821,IN,5
5,1,38,1,11,2,923,1034,126,42,70.548264,"3,460.00",5
5,1,38,1,12,1,794,1082,30,34,96.551117,IN,5
5,1,38,1,12,2,923,1081,127,42,72.938889,"6,345.00",5
5,1,38,1,13,1,794,1128,30,35,96.130692,IN,5
5,1,38,1,13,2,923,1127,127,42,87.031265,"6,207.50",5
5,1,38,1,14,1,795,1174,29,35,96.698502,IN,5
5,1,38,1,14,2,924,1174,126,42,56.244564,"6,145.00",5
5,1,38,1,14,3,1150,1173,24,42,81.609421,"6,",5
5,1,38,1,14,4,1183,1172,93,36,81.103378,"145,00",5
5,1,38,1,15,1,795,1221,29,35,96.576019,IN,5
5,1,38,1,15,2,924,1220,126,42,86.112473,"6,145.00",5
5,1,38,1,15,3,1150,1219,126,42,72.893723,"6,145.00",5
5,1,38,1,16,1,796,1267,29,35,96.468254,IN,5
5,1,38,1,16,2,924,1266,127,43,80.726089,"3,340.00",5
5,1,38,1,16,3,1150,1266,126,42,71.273697,"3,346.00",5
5,1,38,1,17,1,713,1314,112,35,96.971077,BALANCE,5
5,1,38,1,17,2,909,1313,40,42,70.419815,"34,",5
5,1,38,1,17,3,959,1313,92,36,62.973484,882.50,5
5,1,38,1,17,4,1136,1313,28,35,66.422577,15,5
5,1,38,1,17,5,1171,1312,105,42,52.578247,"630,00",5
5,1,38,1,18,1,844,1360,57,39,77.262115,A/P:,5
5,1,38,1,19,1,796,1453,30,35,96.369904,IN,5
5,1,38,1,19,2,925,1452,127,42,83.176788,"2,245.03",5
5,1,38,1,20,1,797,1500,29,34,96.734581,IN,5
5,1,38,1,20,2,958,1499,94,35,91.119843,"274,80",5
5,1,38,1,20,3,1183,1498,94,35,89.735748,"274,89",5
5,1,38,1,21,1,797,1546,29,35,96.79837,IN,5
5,1,38,1,21,2,926,1545,126,42,63.014301,"2,113.46",5
5,1,38,1,22,1,797,1593,29,34,96.638725,IN,5
5,1,38,1,22,2,927,1592,125,41,83.305695,"1,269.58",5
5,1,38,1,22,3,1153,1591,125,41,88.053299,"1,209.58",5
5,1,38,1,23,1,715,1639,112,35,96.975342,BALANCE,5
5,1,38,1,23,2,926,1639,13,34,77.783127,5,5
5,1,38,1,23,3,951,1638,101,42,74.357971,"842,87",5
5,1,38,1,23,4,1153,1637,125,42,42.208942,"1,484.38",5
5,1,38,1,24,1,798,1825,29,34,96.473488,IN,5
5,1,38,1,24,2,927,1824,126,41,90.323532,"2,769.35",5
5,1,38,1,24,3,1152,1822,127,42,72.596405,"2,768.35",5
5,1,38,1,25,1,798,1871,29,35,96.462502,IN,5
5,1,38,1,25,2,927,1870,126,42,78.521149,"8,557.00",5
5,1,38,1,25,3,1153,1869,126,42,67.445038,"8,557.00",5
5,1,38,1,26,1,716,1917,112,36,96.847031,BALANCE,5
5,1,38,1,26,2,912,1916,141,42,73.263885,"11,326.35",5
5,1,38,1,26,3,1139,1916,140,41,77.573448,"11,326.35",5
5,1,38,1,27,1,846,1963,58,39,78.134201,A/P:,5
5,1,38,1,28,1,799,2011,29,34,96.628632,IN,5
5,1,38,1,28,2,960,2009,94,36,80.335472,287.50,5
5,1,38,1,29,1,799,2057,29,35,96.450516,IN,5
5,1,38,1,29,2,960,2055,94,36,77.899719,"250,00",5
5,1,38,1,30,1,799,2104,29,34,95.963928,IN,5
5,1,38,1,30,2,960,2102,94,35,88.23481,"724,23",5
5,1,38,1,30,3,1186,2101,93,36,94.356689,"724,23",5
5,1,38,1,31,1,717,2150,112,35,96.966095,BALANCE,5
5,1,38,1,31,2,930,2149,124,42,93.393021,"1,261.73",5
5,1,38,1,31,3,1186,2148,93,35,92.093391,"724,23",5
5,1,38,1,32,1,847,2197,57,38,89.239464,A/P:,5
5,1,38,1,32,2,928,2195,271,40,58.893429,OLGA/317-558-5760,5
5,1,38,1,33,1,799,2243,29,35,96.246376,IN,5
5,1,38,1,33,2,912,2241,142,43,73.864288,"47,437.92",5
5,1,38,1,33,3,1138,2241,28,35,76.650932,47,5
5,1,38,1,33,4,1174,2241,105,42,56.59877,"437,92",5
5,1,38,1,34,1,717,2290,112,35,89.587753,BALANCE,5
5,1,38,1,34,2,912,2289,41,41,57.033104,"47,",5
5,1,38,1,34,3,962,2288,92,36,77.308281,437.92,5
5,1,38,1,34,4,1138,2288,41,41,1.919037,"47,",5
5,1,38,1,34,5,1189,2287,90,35,1.919037,"437,92",5
5,1,38,1,35,1,848,2337,57,39,69.052139,A/P:,5
5,1,38,1,36,1,800,2430,29,35,96.225708,IN,5
5,1,38,1,36,2,929,2428,125,43,52.393719,"2,969.00",5
5,1,38,1,37,1,800,2475,29,35,95.70594,IN,5
5,1,38,1,37,2,929,2474,126,42,74.089478,"2,969.08",5
5,1,38,1,38,1,800,2522,29,34,96.41848,IN,5
5,1,38,1,38,2,929,2520,126,42,88.194969,"2,969,",5
5,1,38,1,38,3,1029,2516,30,50,85.062798,00,5
5,1,38,1,39,1,801,2568,28,35,96.978523,IN,5
5,1,38,1,39,2,929,2567,126,42,70.66758,"2,969.00",5
5,1,38,1,39,3,1155,2565,125,43,89.962524,"2,969.00",5
5,1,38,1,40,1,801,2616,28,34,96.986687,IN,5
5,1,38,1,40,2,929,2614,126,42,38.564838,"2,969.00",5
5,1,38,1,40,3,1155,2612,125,42,53.241268,"2,969.86",5
5,1,38,1,41,1,801,2662,28,34,96.75354,IN,5
5,1,38,1,41,2,929,2660,126,42,91.226608,"6,042.08",5
5,1,38,1,41,3,1155,2659,125,42,68.155731,"6,042.08",5
5,1,38,1,42,1,718,2708,112,35,94.501785,BALANCE,5
5,1,38,1,42,2,913,2706,142,43,30.775902,"20,887.08",5
5,1,38,1,42,3,1140,2705,141,42,76.789352,"11,980.08",5
5,1,38,1,43,1,848,2754,58,39,83.522118,A/P:,5
5,1,38,1,44,1,801,2800,29,35,96.737152,IN,5
5,1,38,1,44,2,978,2799,77,35,79.441307,"58,73",5
5,1,39,1,1,1,1422,613,79,35,86.293251,64.77,5
5,1,39,1,2,1,1422,659,29,36,79.817528,46,5
5,1,39,1,2,2,1460,659,42,36,68.198792,48,5
5,1,39,1,3,1,1423,706,80,36,72.828926,"57,50",5
5,1,40,1,1,1,1423,800,80,35,59.097157,98.02,5
5,1,40,1,2,1,1407,846,58,36,94.036125,REP:,5
5,1,41,1,1,1,1443,1312,64,36,26.977745,"6,00",5
5,1,41,1,2,1,1411,1359,58,35,94.493378,REP:,5
5,1,42,1,1,1,1378,1450,129,43,88.149078,"2,245.03",5
5,1,42,1,2,1,1379,1543,129,42,93.508476,"2,113.46",5
5,1,43,1,1,1,1379,1637,13,34,76.107483,4,5
5,1,43,1,1,2,1400,1636,108,42,76.107483,358.49,5
5,1,43,1,2,1,1412,1684,58,34,91.824387,REP:,5
5,1,44,1,1,1,1446,1915,63,35,84.714134,"0,00",5
5,1,44,1,2,1,1413,1961,58,35,96.154129,REP:,5
5,1,44,1,3,1,1413,2007,97,36,88.478836,"287,50",5
5,1,44,1,4,1,1414,2054,96,35,71.749306,250.00,5
5,1,45,1,1,1,1414,2147,96,36,75.628143,537.50,5
5,1,45,1,2,1,1414,2194,58,35,53.740696,REP:,5
5,1,46,1,1,1,1447,2286,63,35,55.614944,"6,00",5
5,1,46,1,2,1,1414,2334,58,35,91.870224,REP:,5
5,1,47,1,1,1,1448,2705,63,35,92.769722,0.00,5
5,1,47,1,2,1,1415,2751,58,34,76.620903,REP:,5
5,1,48,1,1,1,1671,799,62,35,75.263252,0.00,5
5,1,49,1,1,1,1735,844,93,36,91.684555,TERMS,5
5,1,49,1,1,2,1819,840,10,56,72.402618,:,5
5,1,50,1,1,1,1607,985,127,42,83.014297,"3,240.00",5
5,1,50,1,2,1,1607,1032,128,42,59.650177,"3,460.00",5
5,1,50,1,3,1,1607,1078,128,42,75.03318,"6,345.00",5
5,1,50,1,4,1,1608,1125,127,42,85.432434,"6,207.50",5
5,1,51,1,1,1,1593,1311,143,42,73.63176,"19,252.50",5
5,1,51,1,2,1,1738,1357,80,35,94.078636,TERMS,5
5,1,52,1,1,1,1676,1635,62,36,88.014816,0.90,5
5,1,53,1,1,1,1739,1681,93,35,91.476799,TERMS:,5
5,1,54,1,1,1,1677,1914,62,35,75.676819,0.00,5
5,1,55,1,1,1,1741,1959,92,36,77.720978,TERMS:,5
5,1,56,1,1,1,1677,2146,63,36,64.495461,9.00,5
5,1,57,1,1,1,1742,2193,92,35,93.215965,TERMS:,5
5,1,58,1,1,1,1678,2286,62,35,82.367767,0.00,5
5,1,59,1,1,1,1742,2332,92,35,91.907478,TERMS:,5
5,1,60,1,1,1,1613,2426,127,42,83.664093,"2,969.00",5
5,1,60,1,2,1,1613,2471,127,42,67.997925,"2,969.00",5
5,1,60,1,3,1,1613,2517,127,42,79.203659,"2,969.00",5
5,1,61,1,1,1,1614,2704,126,41,77.880417,"8,907.00",5
5,1,62,1,1,1,1743,2749,91,35,81.250664,TERMS:,5
5,1,63,1,1,1,1899,797,61,36,78.074097,0.00,5
5,1,64,1,1,1,1902,1309,61,36,31.187294,"0,00",5
5,1,65,1,1,1,1904,1634,60,36,62.478912,0.00,5
5,1,66,1,1,1,1905,1912,60,36,83.221237,9.00,5
5,1,67,1,1,1,1906,2145,60,36,67.840424,9.00,5
5,1,68,1,1,1,1906,2284,60,36,69.292717,"0,00",5
5,1,69,1,1,1,1906,2703,61,34,71.856087,"0,00",5
5,1,70,1,1,1,2124,796,62,35,83.459534,9.00,5
5,1,71,1,1,1,2127,1308,62,36,83.749222,0.00,5
5,1,72,1,1,1,2129,1633,62,35,80.978439,9.00,5
5,1,73,1,1,1,2130,1911,61,36,75.270752,"9,00",5
5,1,74,1,1,1,2131,2144,61,35,85.119064,0.00,5
5,1,75,1,1,1,2131,2283,61,36,67.687248,9.00,5
5,1,76,1,1,1,2131,2702,62,35,72.960724,0.00,5
5,1,76,1,2,1,2115,2794,78,36,76.820038,38.73,5
5,1,1,1,1,1,120,158,74,36,89.868904,PROG:,6
5,1,1,1,1,2,217,159,129,35,90.414551,AR-ARAGE,6
5,1,2,1,1,1,104,437,130,36,96.866028,CUSTOMER,6
5,1,3,1,1,1,1005,158,78,36,95.870728,CARGO,6
5,1,3,1,1,2,1103,159,140,42,95.870728,"SERVICES,",6
5,1,3,1,1,3,1268,159,58,36,92.96701,INC.,6
5,1,3,1,2,1,119,206,76,35,68.9608,USER:,6
5,1,3,1,2,2,219,205,111,36,91.706284,SFUGATE,6
5,1,3,1,2,3,727,206,112,35,94.916168,AGED,6
5,1,3,1,2,4,890,205,242,36,93.251556,ACCOUNTS,6
5,1,3,1,2,5,1172,225,7,4,92.508804,-,6
5,1,3,1,2,6,1218,205,147,36,95.923645,SHORT,6
5,1,3,1,3,1,989,252,62,36,96.822678,BASE,6
5,1,3,1,3,2,1070,252,46,35,96.43998,REF,6
5,1,3,1,3,3,1136,253,63,34,96.43998,DATE,6
5,1,3,1,3,4,1218,252,129,39,95.692154,02/19/26,6
5,1,3,1,4,1,989,298,63,36,96.730675,SORT,6
5,1,3,1,4,2,1070,299,31,34,96.730675,BY,6
5,1,3,1,4,3,1120,298,130,36,96.370651,CUSTOMER,6
5,1,3,1,4,4,1268,299,63,35,96.79126,NAME,6
5,1,4,1,1,1,1367,391,65,36,60.959679,OVER,6
5,1,4,1,2,1,1386,438,29,35,57.685875,15,6
5,1,5,1,1,1,1598,391,64,36,90.980972,OVER,6
5,1,5,1,2,1,1615,437,29,36,91.954445,30,6
5,1,6,1,1,1,1828,391,65,35,93.833832,OVER,6
5,1,7,1,1,1,1845,437,30,35,96.65757,45,6
5,1,8,1,1,1,1991,157,63,36,96.359283,PAGE,6
5,1,8,1,1,2,2073,157,41,36,88.600464,NO.,6
5,1,8,1,1,3,2138,157,13,36,91.309738,5,6
5,1,8,1,2,1,1991,205,75,34,96.112091,DATE:,6
5,1,8,1,2,2,2089,203,129,40,95.251091,02/19/26,6
5,1,8,1,3,1,1990,251,76,35,96.476295,TIME:,6
5,1,8,1,3,2,2091,250,127,36,95.33403,14:37:11,6
5,1,9,1,1,1,105,902,96,37,84.76326,CMFINC,6
5,1,10,1,1,1,106,1089,96,36,76.146873,CNDHOL,6
5,1,11,1,1,1,106,1275,96,36,92.934761,CONELE,6
5,1,12,1,1,1,106,1554,97,36,81.86425,CPMCAL,6
5,1,13,1,1,1,107,2112,97,36,93.061127,CROBAT,6
5,1,14,1,1,1,107,2437,96,37,92.832275,CROTEC,6
5,1,15,1,1,1,107,2576,96,37,92.943077,CROVEN,6
5,1,16,1,1,1,106,2717,97,36,86.634399,CSSLOG,6
5,1,17,1,1,1,334,438,64,35,93.671745,DATE,6
5,1,17,1,1,2,450,438,113,36,79.794312,INVOICE,6
5,1,17,1,1,3,580,439,17,34,93.266212,#,6
5,1,17,1,1,4,793,438,31,35,85.693047,TY,6
5,1,17,1,1,5,891,438,97,35,32.625031,AMOUNT,6
5,1,17,1,1,6,1120,438,113,35,96.895729,CURRENT,6
5,1,17,1,2,1,253,530,28,23,66.283775,**,6
5,1,17,1,2,2,303,531,127,39,74.148071,19/20/25,6
5,1,17,1,2,3,451,531,144,36,90.292023,195548-02,6
5,1,17,1,2,4,795,531,29,35,96.831261,IN,6
5,1,17,1,2,5,974,531,78,36,83.242706,38.75,6
5,1,17,1,3,1,253,576,28,24,42.068855,**,6
5,1,17,1,3,2,304,577,126,40,91.745422,10/27/25,6
5,1,17,1,3,3,452,578,143,35,92.238647,195549-02,6
